id,gender,masterCategory,subCategory,articleType,baseColour,season,year,usage
59515,Women,Accessories,Jewellery,Pendant,Silver,Summer,2013,Casual
32824,Women,Footwear,Shoes,Heels,Blue,Winter,2012,Casual
38522,Men,Footwear,Shoes,Casual Shoes,White,Summer,2012,Casual
53813,Women,Apparel,Topwear,Tunics,Blue,Fall,2012,Casual
10348,Women,Apparel,Topwear,Tshirts,Yellow,Fall,2011,Casual
45976,Women,Apparel,Topwear,Tops,Grey Melange,Summer,2012,Casual
3048,Men,Apparel,Topwear,Tshirts,White,Summer,2011,Casual
16883,Men,Accessories,Eyewear,Sunglasses,Black,Winter,2016,Casual
49787,Men,Accessories,Headwear,Caps,White,Summer,2012,Casual
48655,Women,Accessories,Jewellery,Earrings,Silver,Summer,2012,Casual
9572,Unisex,Accessories,Accessories,Travel Accessory,Black,Fall,2011,Casual
17951,Unisex,Accessories,Headwear,Caps,Red,Fall,2011,Casual
3874,Men,Apparel,Topwear,Tshirts,Blue,Summer,2011,Casual
51778,Women,Apparel,Innerwear,Camisoles,White,Summer,2016,Casual
18919,Men,Apparel,Topwear,Shirts,Blue,Fall,2011,Casual
59388,Women,Footwear,Shoes,Flats,Black,Summer,2012,Casual
21292,Women,Accessories,Eyewear,Sunglasses,Metallic,Winter,2016,Casual
36225,Men,Footwear,Shoes,Casual Shoes,Green,Summer,2012,Casual
20340,Men,Apparel,Topwear,Tshirts,Grey,Summer,2011,Casual
32685,Women,Accessories,Bags,Clutches,Gold,Fall,2012,Party
41377,Women,Apparel,Topwear,Tops,Yellow,Summer,2012,Casual
11407,Women,Apparel,Topwear,Shirts,Purple,Fall,2011,Casual
25632,Women,Accessories,Watches,Watches,Pink,Winter,2016,Casual
57212,Women,Apparel,Bottomwear,Jeggings,Blue,Fall,2012,Casual
14949,Men,Apparel,Topwear,Tshirts,Black,Fall,2011,Casual
33757,Women,Apparel,Topwear,Tops,Sea Green,Summer,2012,Casual
2707,Girls,Apparel,Dress,Dresses,Pink,Summer,2011,Casual
43420,Men,Apparel,Bottomwear,Jeans,Blue,Summer,2012,Casual
54497,Women,Accessories,Bags,Handbags,Black,Summer,2012,Casual
13350,Women,Apparel,Bottomwear,Jeans,Blue,Fall,2011,Casual
27165,Men,Apparel,Topwear,Shirts,Blue,Summer,2012,Formal
12282,Men,Apparel,Topwear,Shirts,Green,Fall,2011,Formal
55545,Women,Personal Care,Makeup,Kajal and Eyeliner,Blue,Spring,2017,Casual
50037,Women,Apparel,Innerwear,Bra,White,Winter,2015,Casual
34572,Women,Apparel,Dress,Dresses,Black,Summer,2012,Casual
27959,Men,Apparel,Innerwear,Trunk,White,Summer,2016,Casual
47080,Women,Apparel,Bottomwear,Patiala,Mustard,Fall,2012,Ethnic
46152,Women,Accessories,Jewellery,Necklace and Chains,Green,Winter,2015,Casual
7275,Men,Apparel,Topwear,Tshirts,Grey,Fall,2011,Casual
49926,Women,Apparel,Saree,Sarees,Maroon,Fall,2012,Ethnic
16622,Men,Apparel,Bottomwear,Trousers,Khaki,Fall,2011,Casual
13162,Unisex,Accessories,Headwear,Caps,White,Fall,2011,Casual
27357,Men,Apparel,Topwear,Tshirts,Blue,Fall,2011,Casual
49328,Women,Accessories,Watches,Watches,White,Winter,2016,Casual
26285,Men,Apparel,Topwear,Tshirts,Navy Blue,Summer,2012,Casual
6195,Men,Apparel,Topwear,Tshirts,Cream,Summer,2011,Casual
50205,Women,Accessories,Eyewear,Sunglasses,Brown,Winter,2016,Casual
22625,Men,Apparel,Topwear,Sweaters,Black,Fall,2011,Sports
8833,Men,Apparel,Topwear,Sweaters,Black,Fall,2011,Casual
46360,Men,Apparel,Topwear,Shirts,White,Summer,2012,Casual
7047,Men,Footwear,Shoes,Casual Shoes,Grey,Summer,2011,Casual
35692,Men,Footwear,Shoes,Casual Shoes,White,Summer,2012,Casual
36017,Men,Accessories,Belts,Belts,Black,Summer,2015,Casual
15295,Unisex,Accessories,Bags,Handbags,Black,Fall,2011,Casual
39863,Boys,Apparel,Topwear,Tshirts,Black,Summer,2012,Casual
41979,Boys,Apparel,Topwear,Tshirts,Grey,Summer,2012,Casual
20172,Men,Apparel,Topwear,Shirts,Navy Blue,Fall,2011,Casual
14347,Men,Footwear,Shoes,Sports Shoes,Black,Fall,2011,Sports
53480,Women,Apparel,Innerwear,Bra,Mushroom Brown,Summer,2017,Casual
44437,Men,Footwear,Shoes,Casual Shoes,Brown,Summer,2013,Casual
5710,Men,Footwear,Shoes,Sports Shoes,White,Summer,2011,Sports
11635,Men,Accessories,Watches,Watches,White,Winter,2016,Casual
25400,Men,Accessories,Mufflers,Mufflers,Red,Summer,2012,Casual
59986,Women,Apparel,Dress,Dresses,Black,Fall,2012,Smart Casual
40097,Men,Apparel,Topwear,Tshirts,Grey,Summer,2012,Casual
33565,Women,Apparel,Topwear,Tshirts,Yellow,Summer,2012,Casual
58854,Men,Accessories,Cufflinks,Cufflinks,Steel,Summer,2012,Casual
16848,Women,Accessories,Eyewear,Sunglasses,Brown,Winter,2016,Casual
31656,Men,Apparel,Topwear,Shirts,White,Summer,2012,Casual
13506,Men,Apparel,Topwear,Tshirts,White,Fall,2011,Casual
27733,Women,Accessories,Bags,Handbags,Grey,Winter,2015,Casual
30784,Men,Apparel,Topwear,Kurtas,White,Summer,2012,Ethnic
2151,Men,Apparel,Topwear,Tshirts,White,Spring,2011,Casual
22241,Men,Footwear,Shoes,Casual Shoes,Black,Summer,2011,Casual
7423,Women,Apparel,Topwear,Kurtas,Pink,Summer,2011,Ethnic
19800,Men,Apparel,Topwear,Tshirts,Green,Fall,2011,Casual
34324,Men,Apparel,Topwear,Tshirts,Red,Summer,2012,Casual
50661,Men,Apparel,Loungewear and Nightwear,Lounge Pants,Grey Melange,Summer,2016,Sports
20516,Women,Accessories,Bags,Handbags,Black,Winter,2015,Casual
14723,Women,Apparel,Topwear,Shirts,Maroon,Fall,2011,Casual
44053,Women,Personal Care,Fragrance,Perfume and Body Mist,Grey,Spring,2017,Casual
5374,Men,Footwear,Shoes,Sports Shoes,Red,Summer,2011,Sports
36473,Women,Apparel,Topwear,Kurtas,Pink,Summer,2012,Ethnic
25858,Unisex,Accessories,Bags,Laptop Bag,Grey,Winter,2015,Casual
52136,Women,Apparel,Topwear,Tshirts,Black,Summer,2012,Casual
33101,Women,Footwear,Shoes,Heels,Black,Winter,2015,Casual
57444,Women,Apparel,Topwear,Tshirts,Yellow,Summer,2012,Casual
10383,Men,Accessories,Watches,Watches,White,Winter,2016,Casual
25064,Men,Accessories,Accessories,Accessory Gift Set,Brown,Winter,2015,Formal
41521,Men,Accessories,Socks,Socks,Navy Blue,Summer,2016,Casual
5146,Women,Apparel,Topwear,Tshirts,White,Summer,2011,Casual
37793,Men,Apparel,Topwear,Shirts,Blue,Summer,2012,Formal
14511,Men,Apparel,Topwear,Shirts,Blue,Fall,2011,Formal
52304,Women,Accessories,Jewellery,Pendant,Blue,Winter,2016,Casual
4094,Men,Apparel,Topwear,Tshirts,Navy Blue,Summer,2011,Casual
24384,Women,Apparel,Topwear,Kurtas,Black,Fall,2011,Ethnic
57676,Women,Personal Care,Skin,Face Moisturisers,White,Spring,2017,NA
39609,Women,Footwear,Shoes,Heels,Brown,Winter,2015,Casual
41713,Women,Footwear,Shoes,Heels,Orange,Spring,2013,Casual
11063,Men,Apparel,Topwear,Shirts,Purple,Fall,2011,Formal
25256,Women,Accessories,Bags,Backpacks,Orange,Winter,2015,Casual
55121,Women,Personal Care,Nails,Nail Polish,Peach,Spring,2017,Casual
42196,Women,Apparel,Topwear,Tops,Blue,Summer,2012,Casual
31464,Women,Apparel,Bottomwear,Capris,Black,Summer,2012,Sports
8659,Unisex,Accessories,Eyewear,Sunglasses,Black,Winter,2016,Casual
2363,Unisex,Accessories,Bags,Backpacks,Black,Summer,2011,Sports
43044,Men,Apparel,Bottomwear,Shorts,Charcoal,Summer,2012,Casual
13734,Men,Apparel,Topwear,Shirts,Blue,Fall,2011,Casual
27501,Women,Apparel,Innerwear,Camisoles,Red,Winter,2015,Casual
46536,Men,Accessories,Watches,Watches,Black,Winter,2016,Smart Casual
7611,Men,Accessories,Wallets,Wallets,Tan,Summer,2011,Casual
22073,Women,Apparel,Topwear,Kurtas,Green,Fall,2011,Ethnic
51581,Men,Accessories,Watches,Watches,Grey,Winter,2016,Casual
16246,Unisex,Footwear,Sandal,Sandals,Black,Fall,2011,Casual
17394,Men,Accessories,Socks,Socks,Brown,Summer,2016,Casual
50453,Men,Apparel,Innerwear,Briefs,Blue,Summer,2016,Casual
28549,Women,Apparel,Topwear,Tshirts,Blue,Spring,2012,Casual
43878,Men,Footwear,Shoes,Casual Shoes,Brown,Summer,2012,Casual
34116,Girls,Apparel,Bottomwear,Capris,Blue,Summer,2012,Casual
42350,Women,Apparel,Bottomwear,Leggings,Black,Summer,2012,Casual
3077,Men,Apparel,Topwear,Tshirts,Blue,Summer,2011,Casual
26615,Women,Footwear,Shoes,Sports Shoes,White,Summer,2012,Sports
12420,Men,Footwear,Shoes,Casual Shoes,Black,Fall,2011,Casual
60000,Women,Apparel,Topwear,Kurtas,Blue,Fall,2012,Ethnic
30770,Men,Apparel,Topwear,Kurtas,Grey,Summer,2012,Ethnic
16080,Women,Accessories,Eyewear,Sunglasses,Black,Winter,2016,Casual
35202,Women,Accessories,Bags,Backpacks,Pink,Summer,2015,Casual
18926,Men,Apparel,Topwear,Tshirts,Grey,Fall,2011,Casual
6505,Men,Footwear,Shoes,Formal Shoes,Black,Winter,2018,Formal
47622,Women,Footwear,Shoes,Heels,Brown,Fall,2014,Casual
17152,Men,Apparel,Topwear,Jackets,Black,Fall,2011,Casual
53010,Women,Apparel,Saree,Sarees,Yellow,Fall,2012,Ethnic
37555,Girls,Accessories,Gloves,Gloves,Pink,Summer,2012,Casual
5380,Women,Footwear,Shoes,Sports Shoes,Purple,,2011,Sports
36487,Men,Footwear,Shoes,Casual Shoes,Brown,Summer,2012,Casual
4252,Men,Apparel,Topwear,Tshirts,Green,Summer,2011,Casual
45175,Men,Accessories,Watches,Watches,White,Winter,2016,Casual
15605,Men,Apparel,Topwear,Tshirts,Navy Blue,Fall,2011,Sports
40407,Women,Apparel,Topwear,Tops,Black,Summer,2012,Casual
10377,Men,Apparel,Topwear,Tshirts,White,Fall,2011,Casual
56562,Women,Personal Care,Lips,Lip Gloss,Brown,Spring,2017,NA
45949,Women,Apparel,Topwear,Tops,White,Summer,2012,Casual
25090,Men,Accessories,Wallets,Wallets,Brown,Winter,2015,Casual
32027,Men,Accessories,Socks,Socks,White,Summer,2016,Casual
37767,Men,Apparel,Topwear,Shirts,Red,Summer,2012,Casual
15437,Women,Accessories,Bags,Handbags,Brown,Fall,2011,Casual
59718,Women,Apparel,Innerwear,Bra,White,Summer,2014,Casual
21602,Women,Apparel,Topwear,Sweaters,Grey,Winter,2012,Casual
4060,Men,Apparel,Topwear,Tshirts,White,Summer,2011,Casual
45347,Women,Footwear,Shoes,Heels,Beige,Summer,2016,Casual
24370,Women,Apparel,Topwear,Kurtas,Green,Fall,2011,Ethnic
10145,Men,Footwear,Shoes,Formal Shoes,Brown,Fall,2011,Formal
32215,Women,Apparel,Topwear,Kurtas,Brown,Summer,2012,Ethnic
11097,Women,Apparel,Topwear,Tops,Black,Fall,2011,Casual
26427,Women,Accessories,Bags,Handbags,Maroon,Summer,2015,Casual
12612,Men,Apparel,Topwear,Tshirts,Orange,Fall,2011,Casual
3245,Men,Footwear,Shoes,Casual Shoes,Black,Fall,2010,Casual
2397,Men,Footwear,Shoes,Casual Shoes,Brown,Winter,2018,Casual
30542,Unisex,Accessories,Socks,Socks,White,Summer,2012,Sports
48458,Men,Apparel,Bottomwear,Shorts,Blue,Fall,2012,Casual
23969,Men,Apparel,Topwear,Tshirts,White,Fall,2011,Casual
54007,Women,Accessories,Bags,Handbags,Grey,Summer,2012,Casual
35030,Women,Accessories,Stoles,Stoles,Grey,Summer,2012,Casual
17360,Men,Accessories,Accessories,Accessory Gift Set,Red,Fall,2011,Formal
23155,Men,Apparel,Topwear,Tshirts,White,Fall,2011,Casual
47410,Women,Accessories,Bags,Handbags,Blue,Summer,2012,Casual
15053,Men,Footwear,Shoes,Formal Shoes,Brown,Summer,2013,Formal
52794,Men,Accessories,Wallets,Wallets,Black,Summer,2012,Casual
4404,Men,Apparel,Topwear,Tshirts,Black,Spring,2013,Casual
45723,Women,Apparel,Topwear,Kurtas,Yellow,Summer,2012,Ethnic
37303,Women,Accessories,Watches,Watches,Purple,Winter,2016,Casual
39299,Men,Footwear,Sandal,Sandals,Brown,Winter,2018,Casual
41383,Women,Apparel,Topwear,Tops,Navy Blue,Summer,2012,Casual
24714,Men,Footwear,Shoes,Casual Shoes,Brown,Fall,2011,Casual
27191,Women,Apparel,Topwear,Kurtas,Pink,Fall,2011,Ethnic
26043,Men,Apparel,Topwear,Shirts,Grey,Summer,2012,Formal
29837,Men,Apparel,Topwear,Shirts,Yellow,Summer,2012,Casual
3621,Men,Footwear,Flip Flops,Flip Flops,Black,Summer,2011,Casual
17704,Unisex,Footwear,Shoes,Casual Shoes,Maroon,Fall,2011,Casual
23531,Women,Personal Care,Fragrance,Perfume and Body Mist,White,Spring,2017,Casual
34586,Women,Apparel,Dress,Dresses,Black,Summer,2012,Casual
6353,Girls,Footwear,Sandal,Sandals,Pink,Summer,2015,Casual
47074,Women,Apparel,Bottomwear,Patiala,Blue,Fall,2012,Ethnic
35454,Boys,Apparel,Topwear,Tshirts,Blue,Summer,2012,Casual
7281,Men,Apparel,Topwear,Tshirts,Grey,Fall,2011,Casual
13196,Men,Footwear,Shoes,Casual Shoes,Black,Fall,2011,Casual
54651,Women,Accessories,Watches,Watches,Red,Winter,2016,Casual
9129,Men,Footwear,Shoes,Sports Shoes,Black,Fall,2011,Sports
30314,Men,Apparel,Topwear,Tshirts,Red,Summer,2012,Casual
3413,Men,Apparel,Topwear,Tshirts,White,Summer,2011,Casual
26271,Men,Apparel,Topwear,Tshirts,Off White,Summer,2013,Casual
55783,Men,Footwear,Shoes,Casual Shoes,Brown,Fall,2013,Casual
12044,Men,Apparel,Bottomwear,Jeans,Blue,Fall,2011,Casual
6161,Men,Apparel,Topwear,Tshirts,Blue,Summer,2011,Casual
47246,Men,Footwear,Shoes,Casual Shoes,Green,Summer,2013,Casual
9915,Women,Accessories,Bags,Handbags,White,Fall,2011,Casual
17536,Men,Apparel,Topwear,Shirts,Blue,Fall,2011,Formal
23703,Men,Accessories,Eyewear,Sunglasses,Black,Winter,2016,Casual
29239,Men,Footwear,Sandal,Sandals,Black,Summer,2012,Casual
51323,Unisex,Accessories,Bags,Laptop Bag,Grey,Winter,2015,Casual
46394,Men,Apparel,Topwear,Shirts,Blue,Summer,2012,Casual
12878,Men,Footwear,Shoes,Formal Shoes,Black,Fall,2012,Formal
35666,Men,Footwear,Flip Flops,Flip Flops,Blue,Summer,2013,Casual
4636,Men,Footwear,Shoes,Sports Shoes,White,Summer,2011,Sports
39897,Women,Footwear,Sandal,Sports Sandals,Black,Summer,2012,Casual
15261,Women,Footwear,Shoes,Casual Shoes,White,Fall,2011,Casual
20186,Men,Apparel,Topwear,Shirts,Blue,Fall,2011,Casual
53474,Women,Apparel,Innerwear,Bra,White,Summer,2017,Casual
38945,Girls,Apparel,Topwear,Tops,White,Summer,2012,Casual
37131,Men,Apparel,Topwear,Shirts,Lavender,Summer,2012,Formal
56106,Women,Personal Care,Lips,Lip Gloss,Brown,Spring,2017,Casual
59972,Women,Apparel,Dress,Dresses,Black,Fall,2012,Party
21868,Girls,Apparel,Topwear,Tops,Pink,Fall,2011,Casual
40063,Unisex,Accessories,Headwear,Caps,Blue,Summer,2012,Casual
38179,Women,Accessories,Eyewear,Sunglasses,Brown,Winter,2016,Casual
24526,Men,Apparel,Topwear,Shirts,Maroon,Fall,2011,Casual
10713,Women,Apparel,Bottomwear,Capris,Blue,Winter,2011,Sports
24946,Girls,Apparel,Topwear,Tops,White,Summer,2012,Casual
59512,Women,Accessories,Jewellery,Pendant,Silver,Summer,2015,Casual
21408,Men,Apparel,Topwear,Tshirts,Black,Fall,2011,Casual
25894,Women,Apparel,Topwear,Tops,Olive,Summer,2012,Casual
57488,Men,Footwear,Shoes,Casual Shoes,Black,Fall,2012,Formal
53814,Women,Apparel,Apparel Set,Kurta Sets,Blue,Fall,2012,Ethnic
38525,Men,Footwear,Shoes,Casual Shoes,Black,Summer,2012,Casual
12418,Men,Accessories,Wallets,Wallets,Black,Fall,2011,Casual
49780,Women,Apparel,Loungewear and Nightwear,Night suits,Yellow,Summer,2012,Casual
16884,Men,Accessories,Eyewear,Sunglasses,Brown,Winter,2016,Casual
9575,Unisex,Accessories,Bags,Backpacks,Pink,Fall,2011,Casual
17956,Women,Accessories,Headwear,Caps,Purple,Fall,2011,Sports
30748,Men,Apparel,Topwear,Kurtas,White,Summer,2012,Ethnic
48652,Women,Accessories,Jewellery,Earrings,Silver,Summer,2013,Casual
29665,Men,Apparel,Topwear,Shirts,Purple,Summer,2012,Casual
3873,Men,Apparel,Topwear,Tshirts,Blue,Summer,2011,Casual
22883,Men,Footwear,Sandal,Sandals,Khaki,Winter,2015,Casual
8695,Women,Accessories,Eyewear,Sunglasses,Brown,Winter,2016,Casual
18310,Men,Apparel,Topwear,Tshirts,Black,Fall,2011,Casual
43088,Women,Personal Care,Fragrance,Fragrance Gift Set,Blue,Spring,2017,Casual
23951,Men,Apparel,Topwear,Sweaters,Black,Fall,2011,Casual
48460,Men,Apparel,Bottomwear,Shorts,Green,Summer,2012,Casual
42966,Men,Accessories,Wallets,Wallets,Black,Summer,2012,Casual
29457,Men,Accessories,Watches,Watches,Black,Winter,2016,Smart Casual
35008,Women,Accessories,Stoles,Stoles,Blue,Summer,2012,Ethnic
47428,Women,Accessories,Wallets,Wallets,Brown,Summer,2012,Casual
28585,Men,Accessories,Watches,Watches,Black,Winter,2016,Casual
11893,Men,Footwear,Sandal,Sandals,Black,Summer,2013,Casual
4058,Men,Apparel,Topwear,Tshirts,White,Summer,2011,Casual
59720,Women,Apparel,Innerwear,Bra,Orange,Summer,2014,Casual
38717,Women,Apparel,Topwear,Tunics,White,Summer,2012,Casual
4864,Men,Apparel,Topwear,Tshirts,White,Summer,2011,Sports
18774,Men,Accessories,Ties,Ties,Purple,Fall,2011,Formal
9323,Men,Footwear,Shoes,Sports Shoes,White,Summer,2011,Sports
48004,Women,Accessories,Watches,Watches,Purple,Winter,2016,Casual
3619,Men,Footwear,Flip Flops,Flip Flops,Blue,Summer,2011,Casual
51915,Women,Accessories,Bags,Handbags,Blue,Summer,2016,Casual
27995,Men,Apparel,Innerwear,Briefs,White,Winter,2016,Casual
30922,Women,Apparel,Bottomwear,Skirts,Rust,Summer,2012,Ethnic
29033,Unisex,Accessories,Headwear,Caps,Black,Summer,2012,Casual
26847,Women,Personal Care,Fragrance,Perfume and Body Mist,White,Spring,2017,Casual
1972,Men,Apparel,Topwear,Tshirts,White,Fall,2010,Sports
58296,Men,Accessories,Socks,Socks,Navy Blue,Summer,2016,Sports
15857,Unisex,Footwear,Sandal,Sandals,Blue,Spring,2013,Casual
32649,Men,Apparel,Bottomwear,Shorts,Black,Summer,2012,Sports
40269,Men,Apparel,Topwear,Tshirts,Black,Summer,2012,Casual
38373,Men,Accessories,Belts,Belts,Tan,Summer,2012,Casual
14985,Men,Apparel,Topwear,Sweatshirts,Blue,Fall,2011,Casual
15259,Women,Footwear,Shoes,Casual Shoes,White,Fall,2011,Casual
59176,Men,Footwear,Shoes,Casual Shoes,Olive,Fall,2012,Casual
56902,Women,Footwear,Shoes,Heels,Black,Winter,2012,Casual
37935,Women,Apparel,Topwear,Tops,Teal,Summer,2012,Casual
38141,Unisex,Accessories,Bags,Backpacks,Orange,Summer,2015,Casual
58898,Men,Accessories,Ties,Ties,Grey,Summer,2012,Casual
9111,Men,Footwear,Shoes,Sports Shoes,Blue,Fall,2011,Sports
48236,Men,Accessories,Eyewear,Sunglasses,Black,Winter,2016,Casual
54669,Women,Accessories,Watches,Watches,Silver,Winter,2016,Casual
18546,Women,Footwear,Shoes,Heels,Tan,Winter,2015,Casual
6965,Men,Apparel,Topwear,Tshirts,Grey,Summer,2011,Casual
19494,Men,Accessories,Socks,Socks,White,Summer,2011,Sports
13992,Women,Footwear,Shoes,Sports Shoes,Grey,Fall,2011,Sports
6159,Men,Apparel,Topwear,Tshirts,Black,Summer,2011,Casual
12840,Boys,Apparel,Topwear,Tshirts,Brown,Fall,2011,Casual
29201,Men,Accessories,Socks,Socks,White,Fall,2014,Sports
13368,Women,Footwear,Shoes,Casual Shoes,Grey,Fall,2011,Casual
18780,Men,Accessories,Ties,Ties,Black,Summer,2011,Formal
50833,Men,Accessories,Belts,Belts,Black,Summer,2013,Formal
28929,Men,Apparel,Topwear,Tshirts,Navy Blue,Summer,2012,Casual
49122,Women,Personal Care,Lips,Lipstick,Magenta,Spring,2017,Casual
31038,Men,Apparel,Topwear,Tshirts,Blue,Summer,2012,Casual
8205,Men,Apparel,Topwear,Tshirts,Navy Blue,Summer,2011,Casual
46956,Women,Personal Care,Fragrance,Perfume and Body Mist,Blue,Spring,2017,Casual
19652,Women,Apparel,Topwear,Tops,White,Fall,2011,Casual
27961,Men,Apparel,Innerwear,Trunk,Green,Summer,2016,Casual
28115,Men,Apparel,Innerwear,Trunk,Blue,Summer,2016,Casual
52758,Women,Accessories,Bags,Handbags,Brown,Fall,2012,Casual
20378,Women,Apparel,Topwear,Sweatshirts,Black,Fall,2011,Sports
58262,Women,Accessories,Bags,Clutches,Bronze,Summer,2012,Casual
1986,Women,Apparel,Topwear,Tshirts,Blue,Fall,2010,Sports
39255,Men,Footwear,Shoes,Formal Shoes,Black,Winter,2018,Formal
14971,Men,Accessories,Belts,Belts,Black,Fall,2011,Formal
5728,Men,Footwear,Shoes,Sports Shoes,White,Summer,2011,Sports
57824,Women,Apparel,Bottomwear,Trousers,Green,Fall,2012,Casual
38989,Boys,Apparel,Topwear,Tshirts,Yellow,Summer,2012,Casual
58050,Women,Accessories,Jewellery,Earrings,Silver,Fall,2012,Casual
39067,Men,Apparel,Topwear,Tshirts,Green,Summer,2012,Casual
36813,Men,Personal Care,Fragrance,Perfume and Body Mist,Black,Spring,2017,Casual
25438,Men,Accessories,Wallets,Wallets,Black,Summer,2012,Casual
57018,Men,Apparel,Innerwear,Briefs,Grey,Summer,2016,Casual
20976,Women,Accessories,Belts,Belts,Black,Winter,2016,Casual
6991,Men,Apparel,Topwear,Tshirts,White,Summer,2011,Casual
7843,Women,Footwear,Shoes,Sports Shoes,White,Fall,2011,Sports
12088,Women,Apparel,Topwear,Kurtas,Brown,Fall,2011,Ethnic
49310,Men,Accessories,Socks,Socks,Navy Blue,Summer,2016,Casual
13966,Men,Apparel,Topwear,Tshirts,White,Fall,2011,Casual
34778,Women,Accessories,Bags,Handbags,White,Summer,2015,Casual
16428,Men,Apparel,Topwear,Tshirts,Charcoal,Fall,2011,Casual
37599,Boys,Apparel,Topwear,Tshirts,Yellow,Summer,2012,Casual
33905,Men,Accessories,Watches,Watches,White,Winter,2016,Casual
25860,Unisex,Accessories,Bags,Laptop Bag,Grey,Winter,2015,Casual
44857,Men,Apparel,Topwear,Tshirts,Black,Summer,2012,Casual
33139,Boys,Apparel,Topwear,Tshirts,Grey,Summer,2012,Casual
39403,Men,Apparel,Topwear,Shirts,Black,Summer,2014,Casual
41519,Men,Accessories,Eyewear,Sunglasses,Green,Winter,2016,Casual
11269,Men,Apparel,Topwear,Tshirts,Black,Fall,2011,Sports
45985,Women,Apparel,Saree,Sarees,White,Summer,2012,Ethnic
19004,Women,Apparel,Topwear,Jackets,Red,Summer,2011,Casual
49774,Women,Apparel,Topwear,Kurtas,Blue,Summer,2012,Ethnic
16870,Women,Accessories,Eyewear,Sunglasses,Green,Winter,2016,Casual
8453,Women,Apparel,Topwear,Tops,Black,Fall,2011,Casual
9581,Unisex,Accessories,Bags,Backpacks,Grey,Fall,2011,Casual
2169,Men,Apparel,Topwear,Shirts,Red,Summer,2011,Casual
19838,Men,Apparel,Topwear,Shirts,Red,Fall,2011,Casual
3887,Men,Apparel,Topwear,Tshirts,Red,Summer,2011,Casual
50659,Men,Apparel,Loungewear and Nightwear,Lounge Shorts,Navy Blue,Winter,2016,Casual
28743,Women,Apparel,Topwear,Kurtis,Green,Summer,2012,Ethnic
22877,Men,Footwear,Shoes,Casual Shoes,Olive,Summer,2012,Casual
49546,Women,Accessories,Bags,Handbags,Maroon,Summer,2012,Casual
8661,Unisex,Accessories,Eyewear,Sunglasses,Brown,Winter,2016,Casual
3289,Men,Apparel,Topwear,Tshirts,White,Summer,2011,Casual
19236,Men,Accessories,Scarves,Scarves,Off White,Fall,2011,Casual
55119,Women,Personal Care,Beauty Accessories,Beauty Accessory,Burgundy,Spring,2017,Casual
34912,Women,Apparel,Topwear,Dupatta,Green,Summer,2012,Ethnic
27539,Men,Apparel,Topwear,Shirts,Blue,Summer,2012,Casual
48494,Women,Apparel,Bottomwear,Jeans,Black,Winter,2011,Casual
42992,Men,Footwear,Shoes,Sports Shoes,White,Spring,2013,Sports
7629,Men,Apparel,Topwear,Tshirts,White,Fall,2011,Sports
55925,Women,Personal Care,Nails,Nail Polish,Mauve,Spring,2017,Casual
23199,Men,Apparel,Topwear,Shirts,Green,Fall,2011,Casual
28571,Women,Apparel,Topwear,Tshirts,Blue,Summer,2012,Casual
58606,Women,Accessories,Jewellery,Earrings,Gold,Winter,2016,Casual
14529,Men,Apparel,Topwear,Tshirts,Red,Fall,2011,Casual
44259,Women,Accessories,Wallets,Wallets,Yellow,Summer,2012,Casual
11867,Men,Footwear,Flip Flops,Flip Flops,Yellow,Fall,2011,Casual
5942,Women,Footwear,Shoes,Casual Shoes,Black,Summer,2011,Casual
10189,Men,Apparel,Topwear,Shirts,Blue,Fall,2011,Casual
4890,Women,Apparel,Topwear,Tshirts,Pink,Summer,2011,Casual
39631,Men,Footwear,Shoes,Sports Shoes,White,Summer,2012,Sports
48209,Men,Accessories,Eyewear,Sunglasses,Black,Winter,2016,Casual
30313,Men,Apparel,Topwear,Tshirts,Off White,Summer,2012,Casual
13191,Men,Footwear,Shoes,Casual Shoes,Green,Fall,2011,Casual
54656,Women,Accessories,Watches,Watches,Black,Winter,2016,Casual
18579,Men,Accessories,Socks,Socks,Navy Blue,Summer,2011,Sports
55784,Men,Footwear,Shoes,Casual Shoes,Black,Spring,2014,Casual
12043,Men,Apparel,Topwear,Shirts,White,Fall,2011,Formal
7888,Men,Apparel,Topwear,Tshirts,Grey,Fall,2011,Casual
26276,Men,Apparel,Topwear,Tshirts,Charcoal,Summer,2012,Casual
3414,Men,Apparel,Topwear,Tshirts,Blue,Summer,2011,Casual
42733,Women,Footwear,Shoes,Flats,Brown,Summer,2012,Casual
23704,Men,Accessories,Eyewear,Sunglasses,Black,Winter,2016,Casual
9912,Unisex,Accessories,Bags,Duffel Bag,Black,Fall,2011,Casual
17531,Unisex,Accessories,Headwear,Caps,Navy Blue,Fall,2011,Sports
47241,Men,Footwear,Shoes,Casual Shoes,Blue,Summer,2013,Casual
6166,Men,Apparel,Topwear,Tshirts,Grey,Summer,2011,Casual
35661,Men,Footwear,Sandal,Sandals,White,Summer,2012,Casual
46393,Men,Apparel,Topwear,Shirts,Olive,Summer,2012,Casual
51324,Unisex,Accessories,Bags,Backpacks,Black,Summer,2010,Casual
15266,Women,Footwear,Shoes,Casual Shoes,Gold,Fall,2011,Casual
59149,Men,Footwear,Shoes,Formal Shoes,Brown,Fall,2012,Formal
39890,Men,Footwear,Shoes,Sports Shoes,White,Fall,2013,Sports
4631,Women,Footwear,Shoes,Flats,Pink,Summer,2011,Casual
